instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,initialHeurValue,initialHeurTime,initialSemigreedyIters,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootNVertices,rootNEdges,rootNP,rootNQ,rootlb,rootub,rootHeurTime,rootFeasTime,rootCgTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n150_p0.5_nA30_nB30_i2,byp_p3,0,150,5522,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,343.33,1,1,3.4034,7.0,0.513799,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5701,30,30,3.4034,7.0,0.00158583,0.0,343.326,10874,0,10800,59,0,15,526,0,448,64,0,14,343.269,8.065e-06,1.25443,0.837134,0.0,341.178,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i2,byp_p3,0,150,2796,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,162.541,1,1,1.7812,4.0,0.5547,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3059,30,45,1.7812,4.0,0.000915146,0.0,162.538,13053,0,13000,47,0,6,628,0,545,78,0,5,162.478,8.123e-06,1.64076,3.32923,0.0,157.508,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i0,byp_p3,0,150,2747,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,749.441,1,1,1.87846,4.0,0.530384,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3023,30,30,1.87846,4.0,0.000891883,0.0,749.437,16606,0,16500,78,0,28,676,0,574,75,0,27,749.357,1.2565e-05,1.99369,8.61652,0.0,738.747,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i0,byp_p3,0,150,2747,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,1.69526,1,1,3.0,5.0,0.4,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,2917,45,45,3.0,5.0,0.00145663,0.0,1.69112,11621,0,11600,20,0,1,920,0,886,34,0,0,1.55078,6.722e-06,1.47999,0.0503901,0.0,0.0203941,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i1,byp_p3,0,150,5541,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,64.7454,1,1,3.5038,7.0,0.499457,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,5485,30,45,3.5038,7.0,0.00162901,0.0,64.7411,7037,0,7000,30,0,7,396,0,348,42,0,6,64.7096,4.957e-06,0.799873,0.308794,0.0,63.601,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i0,byp_p3,0,150,8394,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,47.0956,1,1,13.5518,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,134,6710,45,30,13.5518,-1.0,0.000226602,0.0,47.092,19135,0,19000,106,0,29,567,0,453,86,0,28,47.0067,1.3753e-05,1.90299,0.0879236,0.0,45.0157,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i0,byp_p3,0,150,8394,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,56.4128,1,1,6.18696,10.0,0.381304,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,8159,30,30,6.18696,10.0,0.00196771,0.0,56.4079,5233,0,5200,25,0,8,330,0,300,23,0,7,56.3803,3.491e-06,0.521133,0.246729,0.0,55.6124,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i2,byp_p3,0,150,8343,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,19.967,1,1,5.75462,9.0,0.360598,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8443,30,45,5.75462,9.0,0.00209562,0.0,19.9622,3417,0,3400,15,0,2,273,0,242,30,0,1,19.9419,3.347e-06,0.374682,0.0842028,0.0,19.483,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i1,byp_p3,0,150,2834,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,718.267,1,1,1.89718,3.0,0.367605,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,3080,30,30,1.89718,3.0,0.000857802,0.0,718.264,16803,0,16700,69,0,34,675,0,588,54,0,33,718.177,1.216e-05,2.09728,6.35797,0.0,709.722,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i0,byp_p3,0,150,5548,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,348.384,1,1,5.45256,11.0,0.504313,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5584,45,45,5.45256,11.0,0.00263337,0.0,348.379,16849,0,16700,113,0,36,724,0,552,137,0,35,348.235,1.3871e-05,2.0604,1.14975,0.0,345.024,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
