instance,solver,run,nvertices,nedges,n,m,state,terminationReason,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,29.7532,50000,6.21115,10471
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.3,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.7708,50000,5.65232,5163
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.3,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,31.2791,50000,0.0772654,122
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.3,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.7225,50000,0.0359092,100
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.3,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.4613,50000,1.00838,1604
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.0397,50000,0.0103649,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,29.4692,50000,0.013491,21
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.2787,50000,0.0497073,44
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,41.8499,50000,1.18466,1413
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,8354,45,30,UNKNOWN,unknown,-1,2.10996,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.2608,50000,0.00242523,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,30.7105,50000,0.0019013,2
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,52.727,50000,0.0719931,67
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.7305,50000,0.000609601,0
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.5455,50000,0.104446,170
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,30.7402,50000,0.000668107,0
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.5216,50000,0.170464,127
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,14,68.5124,50000,0.109713,78
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.9655,50000,1.96736,3400
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.2265,50000,1.05998,1103
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.8361,50000,2.94397,8268
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.6141,50000,3.54812,7156
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,17.914,50000,0.00745447,19
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.7869,50000,0.135663,145
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,38.0429,50000,1.03875,1361
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,17.8671,50000,0.184698,515
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.3725,50000,0.00669454,10
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,9,36.7288,50000,0.00924232,11
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.1396,50000,15.4435,27460
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.1363,50000,1.63097,2089
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.15,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.3949,50000,0.00193337,4
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,39.6779,50000,0.128793,160
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,30.7685,50000,0.125174,202
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,5567,45,30,UNKNOWN,unknown,-1,1.65744,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,38.3593,50000,16.8921,22013
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.15,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.3221,50000,10.1852,29408
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,6,29.9324,50000,0.0219925,35
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.15,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.7338,50000,2.18107,1984
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.15,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,30.3246,50000,0.044463,72
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.15,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.7138,50000,0.0367117,102
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.15,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.1049,50000,0.283782,455
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.2726,50000,0.0105095,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,30.1757,50000,0.0541674,88
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.0579,50000,0.271416,250
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,42.892,50000,0.41498,483
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,8354,45,30,UNKNOWN,unknown,-1,2.1144,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.5224,50000,0.00247895,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,29.8971,50000,0.00187458,2
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,52.9284,50000,0.749042,707
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,4,29.997,50000,5.70721,9520
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.6734,50000,0.0394029,63
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,4,30.6189,50000,2.53018,4128
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.0687,50000,0.126976,92
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,68.3872,50000,8.50001,6212
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.7504,50000,0.201347,348
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.0409,50000,0.454683,475
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.9756,50000,0.652381,1813
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.4613,50000,3.53045,7164
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.3142,50000,0.00421373,10
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.6587,50000,2.76278,2972
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,38.2498,50000,0.963358,1259
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,18.0052,50000,4.22277,11744
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.0312,50000,0.195784,335
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,37.1713,50000,3.27721,4394
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.0488,50000,0.0457364,78
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.2797,50000,0.486882,617
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.35,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.5405,50000,0.0625556,165
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,40.1747,50000,0.268243,331
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,31.0566,50000,0.222998,358
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,5567,45,30,UNKNOWN,unknown,-1,1.63766,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.2667,50000,0.00947979,11
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.35,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.6743,50000,0.202581,570
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,6,29.7848,50000,0.00309582,4
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.35,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,55.0458,50000,0.283832,256
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.35,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,30.8873,50000,2.54291,4112
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.35,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.8447,50000,0.0638968,178
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.35,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.4856,50000,1.18358,1885
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,71.1262,50000,0.0104557,6
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,29.6964,50000,0.0477702,79
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,54.0855,50000,0.360657,334
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,41.956,50000,0.144662,171
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,8354,45,30,UNKNOWN,unknown,-1,2.11947,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,17,58.0967,50000,0.00241883,1
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,29.6632,50000,0.0104502,16
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,53.0355,50000,0.124328,116
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,29.4441,50000,0.000603038,0
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,6,30.7097,50000,0.00378487,5
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,31.0976,50000,0.00190687,2
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,13,67.3388,50000,2.16541,1615
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,69.0282,50000,33.1059,23944
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,28.3127,50000,0.404352,711
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,48.1543,50000,1.69101,1766
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,17.671,50000,1.09452,3105
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,24.6777,50000,3.55073,7156
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,18.2707,50000,0.00793264,20
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,46.4981,50000,0.0169228,17
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,38.0062,50000,1.14171,1503
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,17.8452,50000,3.95817,11155
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,29.577,50000,0.0366313,60
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,9,37.1031,50000,0.00692656,8
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,28.2494,50000,7.18619,12730
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,39.1743,50000,0.207133,263
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v1_a0.2,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,18.2544,50000,0.0219587,58
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,39.6265,50000,0.363596,456
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,30.6945,50000,0.25414,414
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,5567,45,30,UNKNOWN,unknown,-1,1.65424,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,9,38.1702,50000,0.0361573,46
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v1_a0.2,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,17.463,50000,2.23173,6403
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,6,29.9111,50000,0.0146422,23
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v1_a0.2,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,54.5008,50000,2.0885,1913
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v1_a0.2,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,6,30.8179,50000,0.271522,441
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v1_a0.2,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,17.6929,50000,0.0640249,180
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v1_a0.2,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,31.1586,50000,0.561211,899
